Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Scott Verplank,74.0,68.16,2010,278.6,63.85,28.75,59.37,70.83800000000001,786,,3.0,0.034,0.36,-0.12,0.456,-0.013000000000000001,"1,653,190"
Steve Elkington,74.0,68.01,2010,289.2,68.71,29.09,64.23,70.318,571,,3.0,0.32799999999999996,0.557,0.368,-0.191,0.049,"955,084"
Ryan Moore,80.0,67.99,2010,289.7,66.67,29.05,60.76,70.623,893,,4.0,0.299,0.687,0.45,0.026000000000000002,-0.091,"2,374,823"
Kenny Perry,69.0,67.99,2010,290.6,69.04,29.97,61.74,70.84100000000001,555,,1.0,-0.244,0.401,0.605,0.151,-0.111,"968,811"
Hunter Mahan,85.0,67.94,2010,291.8,68.65,29.6,58.65,70.476,"1,528",2.0,3.0,0.068,0.665,0.642,0.069,-0.115,"3,574,550"
Matt Kuchar,97.0,67.89,2010,286.9,69.36,28.74,64.69,69.60600000000001,"1,437",,9.0,0.648,1.4609999999999999,0.158,0.336,0.33399999999999996,"4,910,477"
Jeff Maggert,76.0,67.55,2010,279.1,66.75,29.62,55.77,71.445,463,,2.0,-0.35700000000000004,-0.741,0.12300000000000001,-0.06,-0.447,"801,579"
Tim Petrovic,105.0,67.37,2010,278.7,66.35,29.23,60.38,70.992,532,,2.0,-0.006,0.249,0.028999999999999998,0.031,0.195,"1,028,960"
Dean Wilson,54.0,67.37,2010,281.6,68.98,28.79,67.16,70.223,434,,1.0,0.7809999999999999,0.736,-0.341,0.158,0.139,"832,640"
Scott McCarron,90.0,67.36,2010,288.6,65.8,28.98,61.19,70.94,354,,1.0,0.507,0.155,0.09300000000000001,-0.529,0.079,"642,543"
Brent Delahoussaye,57.0,67.28,2010,275.6,66.78,29.69,54.43,72.032,43,,,0.231,-0.8109999999999999,-0.467,-0.114,-0.465,"69,708"
Aron Price,70.0,67.23,2010,284.6,70.49,29.69,58.53,70.85600000000001,358,,2.0,0.017,0.259,-0.1,0.29100000000000004,0.051,"713,737"
John Senden,103.0,67.22,2010,290.2,72.49,30.08,57.65,70.618,467,,,-0.139,0.608,0.37200000000000005,0.455,-0.078,"1,274,058"
Boo Weekley,88.0,67.14,2010,291.9,70.07,29.95,60.32,70.851,526,,3.0,-0.376,0.183,0.662,0.057999999999999996,-0.162,"872,729"
Tom Pernice Jr.,74.0,66.95,2010,280.0,69.78,29.48,59.61,70.757,331,,1.0,-0.165,0.121,-0.212,0.225,0.271,"662,730"
Jason Bohn,84.0,66.89,2010,279.8,67.79,29.25,57.49,70.85600000000001,926,1.0,2.0,0.13,0.43,0.08199999999999999,0.324,-0.10300000000000001,"1,904,763"
Kevin Sutherland,86.0,66.89,2010,287.9,71.96,29.9,62.44,70.604,499,,1.0,-0.094,0.46799999999999997,0.201,0.054000000000000006,0.303,"818,682"
Kris Blanks,91.0,66.87,2010,286.4,71.15,30.6,54.06,71.37100000000001,554,,3.0,-0.568,-0.161,0.201,0.41700000000000004,-0.21,"1,109,178"
Blake Adams,84.0,66.84,2010,291.3,66.73,29.2,57.43,71.077,514,,2.0,0.196,-0.233,0.292,-0.726,0.002,"963,593"
John Merrick,109.0,66.71,2010,291.4,70.24,29.94,56.93,71.102,449,,1.0,-0.126,0.019,0.217,0.01,-0.084,"658,815"
Woody Austin,93.0,66.48,2010,281.1,67.92,29.55,58.56,71.12100000000001,394,,3.0,-0.063,0.034,-0.01,0.048,0.055999999999999994,"727,352"
Stephen Ames,75.0,66.47,2010,282.0,67.79,29.15,59.67,70.639,548,,1.0,0.375,0.5529999999999999,0.011000000000000001,0.054000000000000006,0.12,"916,527"
Kevin Na,94.0,66.46,2010,278.6,65.89,28.57,64.45,70.314,804,,3.0,0.493,0.8540000000000001,-0.247,0.33299999999999996,0.276,"2,021,815"
Will MacKenzie,72.0,66.33,2010,290.8,68.52,29.78,59.31,70.918,267,,,-0.44799999999999995,0.20199999999999999,0.363,0.177,0.10300000000000001,"557,504"
Justin Bolli,55.0,66.28,2010,281.8,64.85,30.2,54.52,72.881,6,,,-0.5579999999999999,-1.9180000000000001,-0.475,-0.46299999999999997,-0.423,"73,990"
Steve Flesch,78.0,66.02,2010,277.4,62.76,29.19,55.04,72.041,272,,1.0,-0.078,-0.6509999999999999,-0.386,-0.493,0.309,"440,374"
K.J. Choi,82.0,65.99,2010,283.1,68.52,29.23,62.67,70.09899999999999,922,,2.0,0.054000000000000006,0.9840000000000001,0.151,0.507,0.26899999999999996,"2,199,962"
Charles Warren,64.0,65.93,2010,302.5,71.74,30.28,54.58,70.917,116,,1.0,-0.41100000000000003,0.109,0.581,0.327,-0.387,"574,616"
Chris Couch,66.0,65.87,2010,292.4,66.5,28.77,56.28,70.94800000000001,472,,2.0,0.302,0.307,0.444,-0.242,-0.19899999999999998,"888,146"
James Nitties,92.0,65.69,2010,286.2,66.47,29.27,58.19,71.277,338,,1.0,0.133,-0.262,-0.188,0.057999999999999996,-0.258,"525,034"
Kevin Streelman,90.0,65.64,2010,290.3,66.67,29.07,56.59,70.727,460,,3.0,0.044000000000000004,0.13,0.478,-0.23600000000000002,-0.155,"1,472,349"
Brendon de Jonge,114.0,65.51,2010,286.9,70.07,29.51,55.52,70.344,"1,035",,6.0,0.0,0.762,0.16,0.721,-0.125,"2,167,978"
Briny Baird,87.0,65.45,2010,282.0,69.41,29.65,61.49,70.639,458,,1.0,-0.026000000000000002,0.16899999999999998,-0.2,0.33399999999999996,0.054000000000000006,"753,577"
Rod Pampling,77.0,65.45,2010,283.5,64.94,29.49,59.47,71.501,275,,,-0.247,-0.314,0.068,-0.35600000000000004,0.22,"299,264"
Paul Stankowski,62.0,65.38,2010,290.3,70.88,29.35,55.48,70.354,296,,2.0,0.332,0.561,0.016,0.377,-0.16,"666,591"
Mathew Goggin,85.0,65.24,2010,289.3,69.74,30.33,54.21,71.672,267,,1.0,-0.377,-0.501,0.264,-0.177,-0.209,"483,537"
Pat Perez,90.0,65.23,2010,287.1,68.95,28.91,62.23,70.593,534,,3.0,0.379,0.5720000000000001,-0.005,-0.001,0.19899999999999998,"947,588"
Bo Van Pelt,104.0,65.23,2010,292.0,69.23,29.31,62.33,69.955,"1,272",,6.0,0.098,1.192,0.7240000000000001,0.26,0.107,"3,336,258"
Justin Rose,78.0,65.17,2010,287.8,66.31,28.64,63.85,69.885,"1,593",2.0,4.0,0.243,1.195,0.33799999999999997,0.168,0.447,"3,603,331"
Spencer Levin,110.0,65.12,2010,280.6,69.88,29.33,58.95,70.385,646,,1.0,0.132,0.564,0.054000000000000006,0.413,-0.034,"1,199,672"
J.J. Henry,92.0,65.07,2010,292.8,68.72,29.7,59.62,70.77199999999999,598,,2.0,0.217,0.36,0.38299999999999995,-0.19,-0.052000000000000005,"1,035,688"
J.P. Hayes,79.0,64.91,2010,281.0,66.0,28.95,55.77,70.98100000000001,439,,3.0,0.027000000000000003,-0.035,0.039,-0.4,0.304,"862,523"
Retief Goosen,75.0,64.79,2010,291.4,65.96,28.65,63.91,69.718,"1,068",,8.0,0.679,1.598,0.337,0.185,0.395,"3,218,089"
Robert Allenby,76.0,64.75,2010,289.1,68.17,29.31,56.37,70.131,"1,169",,4.0,0.13699999999999998,1.156,0.40299999999999997,0.642,-0.031,"2,974,997"
Henrik Bjornstad,72.0,64.74,2010,288.1,69.11,30.21,49.59,71.722,188,,,-0.21100000000000002,-0.626,-0.022000000000000002,0.096,-0.49,"215,913"
Graham DeLaet,88.0,64.74,2010,305.7,71.27,30.07,61.56,70.645,393,,1.0,-0.36,0.396,0.6779999999999999,0.111,-0.038,"954,011"
John Rollins,81.0,64.58,2010,295.5,68.18,29.59,59.27,70.72800000000001,634,,2.0,-0.21600000000000003,0.49700000000000005,0.56,-0.07400000000000001,0.22399999999999998,"1,182,736"
D.A. Points,90.0,64.52,2010,283.0,67.9,29.74,58.65,70.958,544,,3.0,-0.1,0.19899999999999998,0.045,0.191,0.066,"975,433"
Y.E. Yang,72.0,64.31,2010,288.6,65.95,29.07,56.18,71.033,678,,2.0,0.188,0.166,0.316,-0.252,-0.083,"1,301,726"
Mathias Grönberg,61.0,64.28,2010,293.7,66.77,29.87,58.36,71.61399999999999,198,,1.0,-0.184,-0.28600000000000003,0.222,-0.23600000000000002,-0.085,"322,130"
Brandt Snedeker,89.0,64.27,2010,277.1,62.36,27.97,61.19,70.258,813,,4.0,0.46399999999999997,0.5720000000000001,-0.287,0.08800000000000001,0.308,"1,602,690"
Davis Love III,79.0,64.2,2010,297.7,70.25,30.24,54.37,70.888,475,,3.0,-0.51,0.17300000000000001,0.297,0.364,0.019,"1,214,472"
Rickie Fowler,98.0,64.19,2010,292.7,69.9,29.3,59.51,70.429,"1,147",,5.0,0.129,0.7929999999999999,0.408,0.395,-0.138,"2,857,108"
Charlie Wi,95.0,64.19,2010,281.2,66.55,28.58,65.56,70.28399999999999,690,,3.0,0.574,0.679,-0.28600000000000003,0.28,0.127,"1,568,492"
Bill Haas,87.0,64.17,2010,293.3,69.92,29.48,57.96,70.308,"1,025",1.0,2.0,-0.065,0.9179999999999999,0.46399999999999997,0.515,0.005,"2,905,136"
Steve Wheatcroft,74.0,64.12,2010,287.1,63.47,29.39,51.84,71.53,213,,1.0,0.21100000000000002,-0.626,0.002,-0.65,-0.185,"408,595"
Trevor Immelman,55.0,64.07,2010,286.4,66.06,29.89,59.52,71.16199999999999,266,,,0.07400000000000001,-0.324,-0.501,0.005,0.095,"422,171"
Nicholas Thompson,88.0,64.04,2010,289.2,67.86,30.2,49.38,71.815,284,,1.0,-0.885,-0.875,0.261,0.081,-0.331,"546,476"
Stewart Cink,84.0,63.98,2010,292.4,68.61,29.48,57.08,70.431,678,,3.0,0.19,0.8270000000000001,0.431,0.309,-0.111,"1,573,636"
Sean O'Hair,84.0,63.98,2010,289.3,68.22,29.8,61.83,70.60300000000001,858,,3.0,-0.071,0.615,0.431,0.198,0.068,"1,859,040"
Kevin Johnson,62.0,63.85,2010,276.5,62.5,29.46,51.32,72.878,53,,,-0.35,-2.147,-0.8220000000000001,-0.895,-0.077,"69,806"
Sergio Garcia,58.0,63.75,2010,292.7,66.13,29.88,54.57,71.07600000000001,461,,1.0,-0.36,0.068,0.272,0.19899999999999998,-0.046,"936,845"
Cameron Beckman,68.0,63.72,2010,285.7,66.15,29.61,58.21,71.395,427,1.0,2.0,-0.297,-0.545,-0.228,-0.02,-0.004,"1,158,485"
Josh Teater,101.0,63.69,2010,293.1,68.8,29.74,56.83,71.116,502,,2.0,-0.314,-0.109,0.428,-0.142,-0.08,"1,005,323"
Michael Letzig,84.0,63.47,2010,289.7,67.92,29.42,56.08,70.95100000000001,415,,1.0,-0.071,0.028999999999999998,0.115,-0.121,0.11800000000000001,"563,729"
Michael Connell,89.0,63.4,2010,281.3,66.94,29.12,59.13,70.9,314,,1.0,0.337,0.142,-0.284,0.081,0.006999999999999999,"846,459"
Jarrod Lyle,54.0,63.4,2010,296.2,65.34,29.24,57.84,70.835,227,,2.0,0.049,0.027000000000000003,0.266,-0.441,0.157,"422,760"
Michael Sim,64.0,63.35,2010,283.3,65.34,28.75,61.58,70.896,573,,3.0,0.518,0.235,-0.35100000000000003,-0.237,0.306,"1,338,926"
Vijay Singh,75.0,63.28,2010,292.3,68.62,29.84,56.46,70.343,588,,2.0,-0.7390000000000001,0.753,0.369,0.9790000000000001,0.145,"1,334,262"
Bryce Molder,84.0,63.16,2010,278.0,65.28,28.69,62.4,70.403,748,,6.0,0.47600000000000003,0.507,-0.406,0.235,0.205,"1,428,438"
Ryuji Imada,90.0,63.11,2010,278.7,64.51,28.4,63.13,70.753,445,,2.0,0.551,0.28600000000000003,-0.298,-0.207,0.24,"1,028,869"
Brian Stuard,81.0,63.09,2010,286.9,65.04,29.43,54.45,71.595,226,,1.0,0.289,-0.746,-0.204,-0.77,-0.057999999999999996,"536,497"
Chris Tidland,77.0,63.08,2010,288.1,66.36,29.22,57.47,71.255,271,,1.0,0.231,-0.004,0.285,-0.508,-0.015,"588,291"
Chris Stroud,90.0,62.98,2010,287.2,69.31,29.77,57.4,70.96600000000001,369,,2.0,0.062,0.22899999999999998,0.01,0.077,0.081,"942,082"
Jeff Gove,57.0,62.96,2010,288.7,69.72,31.0,50.36,72.40100000000001,77,,,-0.9470000000000001,-1.1640000000000001,0.081,-0.045,-0.248,"92,155"
Kevin Stadler,86.0,62.96,2010,290.2,67.95,29.53,56.0,71.149,394,,4.0,-0.275,-0.221,0.237,0.12,-0.301,"931,720"
Adam Scott,70.0,62.93,2010,294.4,69.61,30.07,54.03,70.468,940,1.0,2.0,-0.746,0.862,0.47200000000000003,1.1640000000000001,-0.027000000000000003,"2,489,402"
Lucas Glover,75.0,62.84,2010,295.7,67.42,29.65,54.15,70.949,743,,3.0,-0.115,0.297,0.285,0.138,-0.006,"1,511,275"
Carl Pettersson,99.0,62.82,2010,282.1,63.8,28.24,62.06,70.55199999999999,"1,142",1.0,4.0,0.818,0.5539999999999999,-0.18,-0.152,0.069,"1,934,465"
Ian Poulter,55.0,62.72,2010,286.8,62.47,28.9,59.82,71.211,733,1.0,2.0,0.213,-0.335,-0.109,-0.655,0.221,"2,079,664"
Shaun Micheel,70.0,62.67,2010,283.2,64.61,28.77,61.27,70.499,595,,3.0,0.235,0.48700000000000004,-0.136,0.182,0.205,"1,025,500"
Rory McIlroy,54.0,62.64,2010,300.0,66.24,29.27,60.13,70.351,"1,101",1.0,5.0,-0.225,0.7140000000000001,0.698,0.271,-0.025,"2,554,280"
Nick Watney,91.0,62.63,2010,296.5,69.63,29.32,55.51,70.291,984,,6.0,0.09,0.915,0.593,0.517,-0.304,"2,536,714"
Johnson Wagner,85.0,62.59,2010,282.4,68.24,29.52,58.1,71.113,197,,,0.065,-0.095,-0.35600000000000004,0.32299999999999995,-0.128,"753,802"
Roger Tambellini,77.0,62.57,2010,292.0,69.73,30.71,54.26,71.969,219,,1.0,-0.789,-0.925,0.085,-0.235,0.0,"370,736"
Greg Kraft,52.0,62.5,2010,273.2,60.63,29.78,53.37,73.07,14,,,-0.182,-2.041,-0.8759999999999999,-0.5720000000000001,-0.408,"52,176"
Luke Donald,71.0,62.36,2010,277.0,65.28,28.46,65.41,69.85,"1,089",,5.0,0.87,1.493,-0.506,0.6609999999999999,0.46399999999999997,"3,665,234"
Mark Calcavecchia,50.0,62.18,2010,281.0,65.48,30.02,50.96,72.222,88,,,-0.871,-0.996,-0.177,0.363,-0.311,"119,980"
Freddie Jacobson,83.0,62.16,2010,283.1,67.8,28.93,63.2,70.367,826,,3.0,0.24100000000000002,0.722,-0.064,0.302,0.24100000000000002,"1,666,252"
Matt Every,60.0,62.06,2010,290.9,64.75,28.93,57.61,70.986,322,,1.0,0.24,-0.073,0.166,-0.292,-0.185,"456,847"
Steve Marino,81.0,61.96,2010,290.6,67.49,29.53,56.33,70.875,636,,2.0,0.261,0.5670000000000001,0.27,-0.016,0.053,"1,479,239"
Steve Lowery,67.0,61.9,2010,286.2,65.52,30.03,50.38,72.202,67,,,-0.386,-1.177,0.122,-0.31,-0.607,"118,602"
Jerod Turner,54.0,61.66,2010,279.0,58.94,29.0,50.88,72.602,57,,,-0.002,-1.885,-0.35100000000000003,-1.179,-0.353,"91,343"
Camilo Villegas,78.0,61.66,2010,289.6,66.05,29.43,57.5,70.425,"1,213",1.0,6.0,-0.396,0.691,0.21,0.755,0.122,"3,035,523"
Charley Hoffman,85.0,61.59,2010,298.2,66.53,28.73,60.6,70.25399999999999,546,,3.0,0.10400000000000001,0.995,0.638,0.317,-0.065,"2,559,646"
Jonathan Byrd,85.0,61.54,2010,290.9,70.0,29.54,61.66,70.437,415,,2.0,0.028999999999999998,0.524,0.091,0.046,0.354,"1,534,981"
Greg Owen,69.0,61.46,2010,291.4,69.0,30.1,52.73,71.77,184,,,-0.6409999999999999,-0.745,0.2,-0.10300000000000001,-0.205,"268,835"
Andrew McLardy,52.0,61.43,2010,289.9,65.97,29.69,53.4,72.217,23,,,-0.172,-1.005,0.079,-0.536,-0.375,"53,106"
Bob Estes,79.0,61.41,2010,283.9,67.79,29.59,60.48,71.086,432,,2.0,0.013999999999999999,-0.048,-0.33,0.14300000000000002,0.12300000000000001,"701,158"
D.J. Trahan,92.0,61.4,2010,301.1,71.26,30.02,54.83,70.661,577,,5.0,-0.467,0.494,0.6920000000000001,0.45,-0.179,"1,619,693"
Paul Casey,64.0,61.31,2010,294.2,68.68,29.07,60.86,69.72,992,,5.0,0.812,1.411,0.215,0.483,-0.111,"3,613,194"
Nathan Green,86.0,61.0,2010,279.5,63.18,28.94,60.18,71.421,414,,1.0,0.33899999999999997,-0.254,-0.5660000000000001,-0.192,0.16699999999999998,"636,180"
Jeev Milkha Singh,59.0,60.94,2010,287.3,65.28,29.08,63.69,70.631,253,,1.0,-0.045,0.11800000000000001,-0.092,-0.139,0.396,"420,245"
Bill Lunde,79.0,60.71,2010,288.9,65.85,29.77,57.48,71.688,449,1.0,3.0,-0.012,-0.466,-0.265,-0.263,0.068,"1,075,874"
Garth Mulroy,53.0,60.7,2010,295.6,70.07,30.18,53.41,72.0,160,,1.0,-0.586,-0.436,0.124,0.17800000000000002,-0.154,"287,118"
Ted Purdy,86.0,60.61,2010,290.8,63.96,29.61,52.44,71.824,244,,,-0.114,-0.892,-0.124,-0.405,-0.256,"307,677"
Webb Simpson,98.0,60.47,2010,285.4,66.16,28.73,59.46,70.683,478,,1.0,0.37,0.16899999999999998,-0.308,-0.046,0.153,"972,962"
Michael Bradley,77.0,60.37,2010,281.5,68.65,29.62,59.47,71.498,306,,,-0.084,-0.392,-0.6759999999999999,0.21899999999999997,0.147,"360,845"
Troy Matteson,84.0,60.36,2010,296.3,71.43,30.44,55.79,71.31,425,,2.0,-0.445,-0.157,0.515,0.042,-0.26899999999999996,"736,060"
Rory Sabbatini,79.0,60.28,2010,289.1,66.74,29.36,56.48,71.366,618,,2.0,-0.20199999999999999,0.16,0.3,-0.218,0.276,"1,546,808"
Chad Collins,87.0,60.27,2010,275.8,63.29,28.28,64.37,70.59899999999999,512,,3.0,0.626,0.14300000000000002,-0.66,-0.11599999999999999,0.293,"815,961"
Martin Laird,91.0,60.27,2010,296.5,67.83,29.68,57.31,71.158,477,,2.0,-0.304,0.145,0.354,0.14300000000000002,-0.049,"2,137,928"
Brett Quigley,96.0,60.26,2010,283.2,70.12,29.94,57.93,71.082,336,,1.0,0.078,0.065,-0.42200000000000004,0.425,-0.016,"497,296"
Ernie Els,72.0,60.16,2010,288.4,67.86,28.99,61.23,69.843,"1,846",2.0,6.0,0.33,1.3219999999999998,0.215,0.735,0.043,"4,558,861"
Roland Thatcher,72.0,60.04,2010,288.0,65.9,29.69,57.24,71.82,142,,1.0,-0.384,-0.7879999999999999,-0.061,-0.095,-0.253,"796,157"
Chris Wilson,65.0,59.93,2010,291.7,63.28,29.56,53.85,72.682,58,,,-0.6679999999999999,-1.631,-0.11199999999999999,-0.629,-0.221,"76,481"
Lee Janzen,77.0,59.91,2010,287.7,67.68,29.38,57.81,71.194,280,,1.0,-0.302,-0.19899999999999998,-0.177,0.192,0.086,"603,195"
Greg Chalmers,93.0,59.8,2010,275.5,66.01,28.53,64.32,70.732,558,,2.0,0.772,0.354,-0.555,0.06,0.07,"989,415"
Stuart Appleby,101.0,59.75,2010,289.0,61.84,28.89,58.82,70.954,957,1.0,3.0,-0.055999999999999994,0.13,-0.23600000000000002,0.077,0.348,"1,965,825"
Brad Faxon,58.0,59.47,2010,271.4,59.05,29.02,47.49,73.116,39,,,0.426,-2.093,-1.3430000000000002,-0.622,-0.5529999999999999,"55,482"
Troy Merritt,86.0,59.37,2010,288.2,65.48,28.96,54.98,71.486,331,,1.0,0.512,-0.43700000000000006,-0.177,-0.45,-0.326,"786,977"
Joe Ogilvie,99.0,59.32,2010,285.9,66.07,29.23,56.69,71.296,454,,1.0,0.096,-0.249,-0.005,-0.19,-0.142,"641,797"
Cameron Percy,73.0,58.93,2010,294.0,70.42,30.13,56.91,71.622,206,,,-0.491,-0.23600000000000002,-0.128,0.589,-0.20600000000000002,"620,262"
Cameron Tringale,55.0,58.71,2010,294.5,70.18,30.45,53.23,71.598,107,,,-0.711,-0.465,0.131,-0.055,0.16699999999999998,"302,618"
Alex Prugh,88.0,58.4,2010,295.7,68.6,29.47,55.35,70.878,526,,3.0,0.20199999999999999,0.092,0.39,-0.304,-0.19699999999999998,"1,272,606"
Ricky Barnes,103.0,58.37,2010,285.5,68.23,29.32,59.59,70.47,947,,6.0,0.021,0.604,-0.244,0.675,0.149,"1,835,195"
Marc Leishman,87.0,58.37,2010,295.0,66.67,29.44,56.9,70.76899999999999,738,,2.0,-0.146,0.418,0.07400000000000001,0.41700000000000004,0.07200000000000001,"1,488,837"
Geoff Ogilvy,62.0,57.94,2010,287.0,67.69,29.22,56.16,70.764,815,1.0,1.0,0.37,0.735,-0.165,0.488,0.040999999999999995,"2,393,045"
Brett Wetterich,54.0,57.82,2010,307.3,68.11,29.8,58.71,70.847,248,,,-0.126,0.107,0.415,0.106,-0.29100000000000004,"510,672"
Jason Day,82.0,57.78,2010,298.2,67.68,29.15,60.38,70.274,988,1.0,3.0,-0.009000000000000001,0.738,0.254,0.054000000000000006,0.444,"2,904,327"
Ryan Palmer,84.0,57.23,2010,295.8,65.48,28.77,55.56,70.824,"1,071",1.0,3.0,0.433,0.294,0.175,0.01,-0.324,"2,985,296"
Matt Bettencourt,91.0,57.16,2010,294.0,60.17,28.46,57.98,71.575,472,1.0,1.0,0.368,-0.48700000000000004,0.08900000000000001,-0.831,-0.111,"855,901"
David Duval,71.0,57.08,2010,286.9,66.1,29.48,52.26,71.688,404,,1.0,0.12,-0.278,-0.354,0.20199999999999999,-0.245,"919,584"
Matt Jones,89.0,57.07,2010,293.3,65.29,28.65,60.61,70.605,647,,5.0,0.509,0.495,-0.122,-0.21899999999999997,0.321,"1,215,743"
James Driscoll,78.0,56.96,2010,293.9,66.81,29.31,58.15,70.954,340,,1.0,0.315,0.055999999999999994,-0.013999999999999999,-0.26,0.019,"500,625"
Padraig Harrington,57.0,56.7,2010,292.1,61.9,28.3,61.2,70.17399999999999,662,,5.0,0.267,1.063,-0.10400000000000001,0.524,0.379,"1,381,453"
Aaron Baddeley,94.0,56.65,2010,298.9,64.6,28.57,57.1,70.995,481,,1.0,0.509,0.20800000000000002,0.11199999999999999,-0.797,0.391,"879,317"
David Lutterus,69.0,56.61,2010,291.9,64.29,29.86,54.81,72.17,103,,,-0.33,-1.044,-0.368,-0.439,0.1,"123,170"
Dustin Johnson,83.0,56.35,2010,308.5,67.95,29.37,55.81,70.135,"1,362",1.0,5.0,0.11199999999999999,0.9790000000000001,0.76,0.28800000000000003,-0.179,"4,473,122"
Scott Piercy,88.0,56.03,2010,296.8,67.74,29.11,54.79,71.196,380,,2.0,0.215,-0.004,-0.013000000000000001,-0.065,-0.142,"676,432"
Vance Veazey,58.0,55.88,2010,284.3,62.71,29.58,50.72,72.32300000000001,73,,,-0.109,-1.444,-1.117,-0.084,-0.128,"111,370"
Robert Garrigus,71.0,55.73,2010,315.5,67.61,29.89,51.98,71.264,382,,2.0,-0.16399999999999998,-0.26899999999999996,0.73,0.025,-0.845,"1,583,275"
Bubba Watson,77.0,55.67,2010,309.8,68.54,29.4,55.5,70.229,"1,498",1.0,4.0,-0.077,0.695,0.7979999999999999,0.14,-0.168,"3,198,998"
Jeff Overton,89.0,55.44,2010,297.3,66.86,29.04,56.8,70.497,"1,536",,6.0,0.409,0.63,0.23199999999999998,0.064,-0.07400000000000001,"3,456,356"
Andres Romero,73.0,55.05,2010,296.0,65.07,28.93,60.78,70.986,418,,2.0,0.254,0.136,0.16699999999999998,-0.10099999999999999,-0.184,"979,170"
Brenden Pappas,66.0,54.94,2010,288.4,66.49,29.5,55.61,71.96600000000001,89,,,-0.091,-0.731,-0.593,-0.07400000000000001,0.03,"133,584"
Derek Lamely,81.0,54.84,2010,294.0,61.93,29.17,57.0,71.666,487,1.0,1.0,0.02,-0.5920000000000001,-0.19899999999999998,-0.332,-0.081,"972,961"
Charles Howell III,103.0,54.58,2010,294.3,68.57,28.96,64.46,70.292,746,,4.0,0.452,0.784,-0.040999999999999995,0.046,0.324,"1,482,211"
Ángel Cabrera,64.0,54.49,2010,304.5,65.78,29.48,55.15,70.919,524,,2.0,-0.14800000000000002,0.249,0.598,-0.027000000000000003,-0.17,"1,266,440"
J.B. Holmes,100.0,54.45,2010,307.2,65.5,28.86,62.48,70.089,"1,153",,3.0,0.064,0.9359999999999999,0.7290000000000001,0.026000000000000002,0.113,"2,386,248"
George McNeill,79.0,54.34,2010,293.4,66.03,29.32,55.49,71.207,338,,1.0,0.319,0.027999999999999997,-0.488,0.175,0.018000000000000002,"664,854"
Mike Weir,59.0,53.83,2010,273.9,57.89,28.16,58.8,71.571,360,,1.0,-0.018000000000000002,-0.24100000000000002,-1.246,0.466,0.5589999999999999,"559,092"
Tim Herron,79.0,53.49,2010,291.7,66.51,29.36,58.86,71.171,234,,,0.171,-0.22699999999999998,-0.233,-0.21100000000000002,0.044000000000000004,"391,502"
Rich Barcelo,70.0,52.8,2010,287.6,61.72,28.97,54.2,71.751,187,,,0.14400000000000002,-0.52,-1.0270000000000001,0.228,0.13,"188,892"
Phil Mickelson,76.0,52.66,2010,299.1,65.13,28.79,61.84,69.96600000000001,"1,629",1.0,5.0,-0.147,1.001,0.185,0.738,0.228,"3,821,733"
John Daly,63.0,52.21,2010,305.7,65.66,29.78,53.53,71.697,97,,,-0.653,-0.9890000000000001,0.336,-0.374,-0.298,"158,587"
Jimmy Walker,82.0,51.29,2010,292.9,65.88,29.14,58.46,70.953,554,,2.0,0.252,0.09300000000000001,-0.5379999999999999,0.336,0.047,"937,987"
Daniel Chopra,74.0,51.27,2010,295.9,61.64,28.88,56.16,72.194,142,,,0.361,-1.0959999999999999,-0.307,-1.07,-0.084,"311,405"
Martin Flores,75.0,50.15,2010,300.7,64.79,29.41,54.0,71.882,137,,1.0,-0.106,-0.883,-0.223,-0.5529999999999999,-0.001,"318,673"
Sergio Garcia,,,2018,,,,,,362,,3.0,,,,,,"$878,354"
Steve Stricker,,,2018,,,,,,274,,,,,,,,"$582,566"
Thomas Pieters,,,2018,,,,,,260,,1.0,,,,,,"$813,227"
Ross Fisher,,,2018,,,,,,119,,,,,,,,"$412,954"
Graham DeLaet,,,2018,,,,,,111,,1.0,,,,,,"$251,630"
K.J. Choi,,,2018,,,,,,110,,1.0,,,,,,"$219,405"
Andres Romero,,,2018,,,,,,104,,1.0,,,,,,"$206,764"
Parker McLachlin,,,2018,,,,,,92,,,,,,,,"$174,039"
Camilo Villegas,,,2018,,,,,,90,,,,,,,,"$229,439"
Tim Herron,,,2018,,,,,,87,,,,,,,,"$209,216"
Stuart Appleby,,,2018,,,,,,84,,,,,,,,"$175,235"
Morgan Hoffmann,,,2018,,,,,,81,,,,,,,,"$170,673"
John Merrick,,,2018,,,,,,79,,,,,,,,"$119,407"
Smylie Kaufman,,,2018,,,,,,74,,1.0,,,,,,"$201,136"
Sangmoon Bae,,,2018,,,,,,71,,,,,,,,"$184,057"
Bernhard Langer,,,2018,,,,,,57,,,,,,,,"$130,200"
Jerry Kelly,,,2018,,,,,,54,,,,,,,,"$108,500"
Brendon de Jonge,,,2018,,,,,,49,,1.0,,,,,,"$110,276"
Geoff Ogilvy,,,2018,,,,,,48,,,,,,,,"$93,947"
D.J. Trahan,,,2018,,,,,,46,,,,,,,,"$85,595"
Ernie Els,,,2018,,,,,,46,,,,,,,,"$102,868"
Davis Love III,,,2018,,,,,,45,,,,,,,,"$97,920"
